soc_code_clean,AIOE,Title,Description,Employment,Mean_Wage,has_employment_data,has_wage_data,Employment_log,Mean_Wage_log
29-2055,3.340326208676601,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",967720.0,65806.49154714173,True,True,13.782699101573947,11.09448896413264
29-2056,3.5480665605048496,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",1047850.0,46298.20909481319,True,True,13.8622519581827,10.742880157742963
29-2057,3.101904944343235,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",556080.0,45392.46403395195,True,True,13.228669246075153,10.723123409655757
29-2061,3.498652448628366,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",4785270.0,63832.37257249852,True,True,15.381053216584176,11.06403141364731
29-2081,3.502748583278385,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",590370.0,49491.308332062945,True,True,13.288506431820817,10.809572549251884
29-2091,3.5504302072935423,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",67070.0,81792.31698225734,True,True,11.11350703877837,11.311950819769848
29-2092,3.618705877038208,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",63930.0,62599.08180822775,True,True,11.065559655746993,11.044521863928034
29-2099,3.5297821308176514,Neurodiagnostic Technologists; Ophthalmic Medical Technologists; Patient Representatives,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.; Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.; Assist patients in obtaining services, understanding policies and making health care decisions.",1377390.0,56715.31004290724,True,True,14.13570168802173,10.945817103428784
29-9091,3.481091485943984,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",243510.0,64131.04800624205,True,True,12.402917395022431,11.068699486862087
29-9092,4.050109306707741,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",25580.0,103351.02032838156,True,True,10.14960516741016,11.54589611333086
29-9093,3.5433352011557906,Surgical Assistants,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",162270.0,67777.96265483454,True,True,11.997023056083153,11.124007140453111
29-9099,3.6274354710778542,Midwives,Provide prenatal care and childbirth assistance.,291950.0,72638.91419763658,True,True,12.584341258949866,11.19326983207454
31-1131,2.8759064976765156,Nursing Assistants,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",10864170.0,41376.742171744365,True,True,16.20098086871565,10.630498386537448
31-1132,2.5634967460795273,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",452870.0,40105.58195508645,True,True,13.023362595699083,10.59929573835624
31-1133,3.3036121948825135,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",288720.0,43557.62191742865,True,True,12.573216102873985,10.681862940123787
31-2011,3.1643115510484563,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",376030.0,68102.47506847858,True,True,12.83742686578199,11.12878351974138
31-2012,2.886819011478855,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",34680.0,41487.34429065744,True,True,10.453947265542192,10.633167806304016
31-2021,3.2109151287537796,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",854260.0,66799.29295530634,True,True,13.657992046687141,11.109462745073598
31-2022,2.8196494661937166,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",347040.0,35499.83633010604,True,True,12.757198207568768,10.477311533780544
31-9011,2.578707901236498,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",697210.0,63190.4219675564,True,True,13.454843369898837,11.053923842561572
31-9091,3.1206629466593325,Dental Assistants,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",2646590.0,48833.98988887587,True,True,14.78878295472587,10.796202340834887
31-9092,3.542825589688924,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",5933880.0,44787.18711871491,True,True,15.596189025705296,10.709699703247463
31-9093,3.0594409216444136,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",616140.0,49172.21183497257,True,True,13.331231112426837,10.803104279301184
31-9094,3.4079624402622595,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",302490.0,39496.70038678965,True,True,12.619806803944316,10.583997731138519
31-9095,2.9934445339261706,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",317480.0,39496.27252110369,True,True,12.668173253004563,10.583986898406504
31-9096,2.9172679578097993,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",905670.0,39052.98453078936,True,True,13.716431384417923,10.57270018670238
31-9097,3.140750934128416,Phlebotomists,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",1100420.0,44266.11830028534,True,True,13.911203391819926,10.697997429871002
31-9099,3.4744808018257745,Speech-Language Pathology Assistants; Endoscopy Technicians,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.; Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.",823420.0,48784.402127711255,True,True,13.621222892000493,10.795186410363694
33-1011,3.4722478504838516,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.,417640.0,82194.90685758069,True,True,12.942377490807846,11.31686078488452
33-1012,3.7400138479488265,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.,1236410.0,110549.37965561583,True,True,14.027723385997675,11.613226620523168
33-1021,3.5344290587999194,First-Line Supervisors of Firefighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,736380.0,97110.2974007985,True,True,13.5095029268132,11.483612995614472
33-1091,3.7835001168474993,First-Line Supervisors of Security Workers,Directly supervise and coordinate activities of security workers and security guards.,549850.0,58940.83477311994,True,True,13.217402611415247,10.984306385313788
33-2011,3.360051795151132,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",2624650.0,63985.88748976054,True,True,14.780458492787957,11.066433458377935
33-2021,3.6536414719135983,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",104350.0,87296.94393866794,True,True,11.555515495593113,11.377082189874152
33-2022,3.379605385583712,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",16590.0,65041.39843279084,True,True,9.716615658643356,11.0827946198147
33-3011,2.9769620345538463,Bailiffs,Maintain order in courts of law.,130940.0,61834.65556743547,True,True,11.782502119051609,11.032235428002961
33-3012,3.3537209542748374,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",2873150.0,62726.941579799175,True,True,14.870919894881714,11.046562266584587
33-3021,3.8873164314223914,Detectives and Criminal Investigators; Police Identification and Records Officers; Intelligence Analysts,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes.; Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.; Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",882060.0,98631.12668072469,True,True,13.690016493595149,11.499152315925095
33-3031,3.496681548433505,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,46350.0,67619.49298813376,True,True,10.743998145734295,11.1216663668022
33-3041,2.975041409189513,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",60180.0,52065.071452309734,True,True,11.005111966862197,10.86026879588045
33-3051,3.685194466380498,Police and Sheriff's Patrol Officers; Customs and Border Protection Officers,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.; Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",5403190.0,79055.93292110771,True,True,15.502500262932456,11.277923541778751
33-3052,3.4611990464549156,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers.",20900.0,92968.49282296652,True,True,9.94755228369823,11.440026684158768
33-9011,2.965977414117089,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",88280.0,49419.1651563208,True,True,11.388280187900534,10.808113821429384
33-9021,3.7401284366847287,Private Detectives and Investigators,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",270310.0,61547.44959490955,True,True,12.50732842695999,11.027579941935628
33-9031,3.5592815746698956,Gambling Surveillance Officers and Gambling Investigators,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",73060.0,46378.41637010676,True,True,11.199049987635837,10.744611027075901
33-9032,3.128895812863302,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",9881290.0,42804.46457901752,True,True,16.106153729203925,10.664421050499712
33-9091,2.7268123133806457,Crossing Guards and Flaggers,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",676870.0,42638.41697814942,True,True,13.425235987209312,10.660534385625924
33-9092,3.0289406753524744,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",1086670.0,34726.25488878869,True,True,13.898629452396891,10.455280101116585
33-9093,3.3192814443566987,Transportation Security Screeners,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",360460.0,62093.66309715363,True,True,12.795139046775873,11.036415323763961
33-9099,3.4932719818812528,Retail Loss Prevention Specialists,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.",630230.0,47703.96553639148,True,True,13.353841697828587,10.772790770753895
35-1011,3.6107752940082856,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",1377970.0,64374.28049957546,True,True,14.13612268534155,11.072484995231504
35-1012,3.3102791916759404,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,8743670.0,45089.75669255587,True,True,15.983840682330094,10.716432553100795
35-2011,2.603641437163412,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,4695280.0,31127.033254672777,True,True,15.362068519738724,10.34586408298407
35-2012,2.9197681988892095,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",3676690.0,37126.26351419347,True,True,15.117523720853365,10.522106844325686
35-2013,2.8280934658357895,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.,1800.0,51290.0,True,True,7.496097345175956,10.845270577171219
35-2014,2.734625432096835,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",11291460.0,37693.558237818674,True,True,16.23955733430801,10.537271019193092
35-2015,2.795135990506249,"Cooks, Short Order",Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.,1003910.0,35585.92822065723,True,True,13.819413929886247,10.479733664598273
35-2021,2.400066129602553,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",6587440.0,34028.816201741494,True,True,15.70067551543491,10.434992366414878
35-3011,3.127940443394989,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff.",5555530.0,40039.193218288805,True,True,15.530304566046432,10.597639059049103
35-3023,2.7626141478429256,Fast Food and Counter Workers; Baristas,Perform duties such as taking orders and serving food and beverages. Serve customers at counter or from a steam table. May take payment. May prepare food and beverages.; Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.,26998990.0,31374.10779810652,True,True,17.111310052899942,10.353770112224407
35-3031,2.8645578342989535,Waiters and Waitresses,Take orders and serve food and beverages to patrons at tables in dining establishment.,17918980.0,38335.64065030487,True,True,16.701371100054963,10.554161392789599
35-3041,2.6349600242556295,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",2003370.0,35291.468775113935,True,True,14.510341819663198,10.471424871012307
35-9011,2.3173722083655854,Dining Room and Cafeteria Attendants and Bartender Helpers,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",4074990.0,34191.98665518197,True,True,15.220379096065704,10.439775833459333
35-9021,2.187655743814684,Dishwashers,"Clean dishes, kitchen, food preparation equipment, or utensils.",3626790.0,33160.53631448195,True,True,15.103858793224544,10.409145938528304
35-9031,2.8871940702283867,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",3357710.0,31996.13712917435,True,True,15.026770049783162,10.373401713066356
37-1011,2.946610883931775,First-Line Supervisors of Housekeeping and Janitorial Workers,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",1323920.0,51433.04912683546,True,True,14.096108346025188,10.848055666504685
37-1012,3.2005474457310705,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.",969490.0,59327.90487782236,True,True,13.784526470486117,10.990851900930007
37-2011,2.388972602085184,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.",17026210.0,37658.149159443,True,True,16.650264538160343,10.536331209269866
37-2012,2.353364408686504,Maids and Housekeeping Cleaners,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.",6258240.0,36292.74986258117,True,True,15.649409713175743,10.499400825334066
37-2021,3.286567576513391,Pest Control Workers,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.,753790.0,45757.25759163693,True,True,13.532870420237396,10.731127548222892
37-3011,2.4066688733034307,Landscaping and Groundskeeping Workers,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units.",7369080.0,40960.528329180845,True,True,15.81280356168221,10.62038857174143
37-3012,2.891639279176907,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or crops. Usually requires specific training and state or federal certification.",179740.0,45891.04818070546,True,True,12.099272204788743,10.73404713879004
37-3013,2.7009649083941683,Tree Trimmers and Pruners,"Using sophisticated climbing and rigging techniques, cut away dead or excess branches from trees or shrubs to maintain right-of-way for roads, sidewalks, or utilities, or to improve appearance, health, and value of tree. Prune or treat trees or shrubs using handsaws, hand pruners, clippers, and power pruners. Works off the ground in the tree canopy and may use truck-mounted lifts.",354570.0,54998.750317285725,True,True,12.778663886987987,10.915083924518589
39-1013,3.5338149187757857,First-Line Supervisors of Gambling Services Workers,"Directly supervise and coordinate activities of workers in assigned gambling areas. May circulate among tables, observe operations, and ensure that stations and games are covered for each shift. May verify and pay off jackpots. May reset slot machines after payoffs and make repairs or adjustments to slot machines or recommend removal of slot machines for repair. May plan and organize activities and services for guests in hotels/casinos.",190730.0,62867.11372096681,True,True,12.158619337370412,11.04879437807934
39-1022,3.2477620098812148,First-Line Supervisors of Personal Service Workers,Supervise and coordinate activities of personal service workers.,760620.0,51105.80460676816,True,True,13.541890483876905,10.841672929885513
39-2011,3.0608684766300667,Animal Trainers,"Train animals for riding, harness, security, performance, or obedience, or for assisting persons with disabilities. Accustom animals to human voice and contact, and condition animals to respond to commands. Train animals according to prescribed standards for show or competition. May train animals to carry pack loads or work as part of pack team.",131940.0,44909.99242079733,True,True,11.790110131950808,10.712437863829106
39-2021,2.7109192553382795,Animal Caretakers,"Feed, water, groom, bathe, exercise, or otherwise provide care to promote and maintain the well-being of pets and other animals that are not raised for consumption, such as dogs, cats, race horses, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks.",1987430.0,34727.10394831516,True,True,14.502353407926844,10.455304550188355
39-3011,3.131929408473659,Gambling Dealers,"Operate table games. Stand or sit behind table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or operating other gambling equipment. Distribute winnings or collect players' money or chips. May compare the house's hand against players' hands.",610730.0,40007.750560804285,True,True,13.322411879344228,10.596853473190821
39-3012,3.1976440590648902,Gambling and Sports Book Writers and Runners,"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number-generating equipment and announce the numbers for patrons. Receive, verify, and record patrons' wagers. Scan and process winning tickets presented by patrons and pay out winnings for those wagers.",49140.0,32842.60073260073,True,True,10.802448995888462,10.399512202275698
39-3021,2.9064926811766063,Motion Picture Projectionists,Set up and operate motion picture projection and related sound reproduction equipment.,9160.0,50287.652838427945,True,True,9.122710622015209,10.825534740945367
39-3031,2.7918030046747684,"Ushers, Lobby Attendants, and Ticket Takers","Assist patrons at entertainment events by performing duties, such as collecting admission tickets and passes from patrons, assisting in finding seats, searching for lost articles, and helping patrons locate such facilities as restrooms and telephones.",862800.0,31488.8013444599,True,True,13.66793935251362,10.357419005547381
39-3091,2.786873386831243,Amusement and Recreation Attendants,"Perform a variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides.",2728060.0,31360.372315858156,True,True,14.819101658399305,10.353332233578907
39-3092,2.831090347875417,Costume Attendants,"Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances.",45540.0,65374.56302151954,True,True,10.726368298094252,11.087903813513995
39-3093,2.456348798034529,"Locker Room, Coatroom, and Dressing Room Attendants","Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms.",104780.0,36696.597633136094,True,True,11.559627736722739,10.510466572312517
39-4011,2.9537896727661925,Embalmers,Prepare bodies for interment in conformity with legal requirements.,21050.0,57272.41330166271,True,True,9.954703343920398,10.955591803780605
39-4021,2.599724239904853,Funeral Attendants,"Perform a variety of tasks during funeral, such as placing casket in parlor or chapel prior to service, arranging floral offerings or lights around casket, directing or escorting mourners, closing casket, and issuing and storing funeral equipment.",205600.0,35909.98784046693,True,True,12.233692676364548,10.488798595626701
39-4031,3.1763851380407653,"Morticians, Undertakers, and Funeral Arrangers","Perform various tasks to arrange and direct individual funeral services, such as coordinating transportation of body to mortuary, interviewing family or other authorized person to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners.",172390.0,56436.556064736935,True,True,12.05752043167271,10.940890103553965
39-5011,2.625490885460782,Barbers,"Provide barbering services, such as cutting, trimming, shampooing, and styling hair; trimming beards; or giving shaves.",114750.0,47976.27450980392,True,True,11.650519842481769,10.778482730065853
39-5012,3.0127730213461703,"Hairdressers, Hairstylists, and Cosmetologists","Provide beauty services, such as cutting, coloring, and styling hair, and massaging and treating scalp. May shampoo hair, apply makeup, dress wigs, remove hair, and provide nail and skincare services.",2062800.0,43450.220961799496,True,True,14.539575325936795,10.67939423068537
39-5091,3.1581648687789547,"Makeup Artists, Theatrical and Performance","Apply makeup to performers to reflect period, setting, and situation of their role.",13910.0,90992.44428468728,True,True,9.54043517305957,11.41854274207631
39-5092,2.634298250415048,Manicurists and Pedicurists,Clean and shape customers' fingernails and toenails. May polish or decorate nails.,1022300.0,36885.25804558349,True,True,13.83756652693107,10.515594349977743
39-5093,2.475205907878996,Shampooers,Shampoo and rinse customers' hair.,58370.0,31011.043344183658,True,True,10.974574470139485,10.342130902996317
39-5094,3.07947778290343,Skincare Specialists,Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists.,481390.0,48650.80496063483,True,True,13.084435108684804,10.792444187863952
39-6011,2.76968029829559,Baggage Porters and Bellhops,Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.,216500.0,36952.68637413395,True,True,12.285350445351659,10.517420687953013
39-6012,3.372293086537519,Concierges,"Assist patrons at hotel, apartment, or office building with personal services. May take messages; arrange or give advice on transportation, business services, or entertainment; or monitor guest requests for housekeeping and maintenance.",303050.0,40801.40636858604,True,True,12.6216563871595,10.61649633827523
39-9011,3.1995645106782966,Childcare Workers; Nannies,"Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play.; Care for children in private households and provide support and expertise to parents in satisfying children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation.",4015080.0,33403.70229235781,True,True,15.205568079505701,10.416451956251546
39-9031,2.534704523518491,Exercise Trainers and Group Fitness Instructors,"Instruct or coach groups or individuals in exercise activities for the primary purpose of personal fitness. Demonstrate techniques and form, observe participants, and explain to them corrective measures necessary to improve their skills. Develop and implement individualized approaches to exercise.",2395530.0,51385.41750677303,True,True,14.689115476152493,10.84712916568186
39-9032,3.185122316308348,Recreation Workers,"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members.",2376280.0,37245.46274008114,True,True,14.681047218465068,10.525312259300899
39-9041,3.255651370503867,Residential Advisors,"Coordinate activities in resident facilities in secondary school and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources.",637110.0,41613.726985920795,True,True,13.364699173690893,10.636209397685787
41-1011,3.3154711473555545,First-Line Supervisors of Retail Sales Workers,"Directly supervise and coordinate activities of retail sales workers in an establishment or department. Duties may include management functions, such as purchasing, budgeting, accounting, and personnel work, in addition to supervisory duties.",7865140.0,52281.26520316231,True,True,15.877951021840838,10.864412495092596
41-1012,3.7897075076906503,First-Line Supervisors of Non-Retail Sales Workers,"Directly supervise and coordinate activities of sales workers other than retail sales workers. May perform duties such as budgeting, accounting, and personnel work, in addition to supervisory duties.",1542150.0,97639.86350225334,True,True,14.248688753084116,11.489051368202462
41-2011,2.850645988568926,Cashiers,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks.",22414590.0,31802.95261256173,True,True,16.92522268869541,10.36734585703667
